counts	number of items in equivalence class	isoforms in equivalence class
15	19	ENST00000278243,ENST00000300730,ENST00000396986,ENST00000396991,ENST00000396993,ENST00000463452,ENST00000464229,ENST00000464441,ENST00000464906,ENST00000465307,ENST00000475884,ENST00000477358,ENST00000479072,ENST00000490830,ENST00000493547,ENST00000496834,ENST00000528216,ENST00000532017,ENST00000532523
3	19	ENST00000278544,ENST00000525861,ENST00000526597,ENST00000531352,ENST00000531461,ENST00000532485,ENST00000533873,ENST00000534206,ENST00000679866,ENST00000679924,ENST00000680583,ENST00000680842,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681732,ENST00000681955
8	19	ENST00000278544,ENST00000525861,ENST00000526597,ENST00000531352,ENST00000531461,ENST00000532485,ENST00000679754,ENST00000679866,ENST00000679924,ENST00000680583,ENST00000680842,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681411,ENST00000681732,ENST00000681955
43	19	ENST00000278616,ENST00000452508,ENST00000526567,ENST00000527805,ENST00000530958,ENST00000532931,ENST00000601453,ENST00000638443,ENST00000639240,ENST00000639953,ENST00000640388,ENST00000675595,ENST00000675843,ENST00000682465,ENST00000683150,ENST00000683468,ENST00000683914,ENST00000684029,ENST00000684037
28	19	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285
3	19	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
51	19	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684475
41	19	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
2	19	ENST00000301781,ENST00000360796,ENST00000403734,ENST00000405837,ENST00000449636,ENST00000464544,ENST00000524862,ENST00000531524,ENST00000532818,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
421	19	ENST00000313010,ENST00000393399,ENST00000528082,ENST00000531801,ENST00000532809,ENST00000534264,ENST00000679387,ENST00000679623,ENST00000679809,ENST00000680040,ENST00000680186,ENST00000680437,ENST00000680524,ENST00000680566,ENST00000681322,ENST00000681432,ENST00000681592,ENST00000681637,ENST00000681883
3	19	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000535954,ENST00000538361,ENST00000539061,ENST00000679906,ENST00000680231,ENST00000680645,ENST00000680665,ENST00000680718,ENST00000681143,ENST00000681310,ENST00000681345,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
1	19	ENST00000313726,ENST00000524757,ENST00000526155,ENST00000526241,ENST00000526828,ENST00000527347,ENST00000527392,ENST00000527473,ENST00000527516,ENST00000527930,ENST00000528523,ENST00000530938,ENST00000530959,ENST00000533016,ENST00000533471,ENST00000533580,ENST00000533681,ENST00000534127,ENST00000534248
2	19	ENST00000320230,ENST00000456706,ENST00000481290,ENST00000526152,ENST00000527723,ENST00000527734,ENST00000528606,ENST00000528936,ENST00000529351,ENST00000531214,ENST00000531437,ENST00000531514,ENST00000531534,ENST00000532484,ENST00000533385,ENST00000625419,ENST00000625752,ENST00000627843,ENST00000628067
1	19	ENST00000320230,ENST00000456706,ENST00000526152,ENST00000527723,ENST00000527734,ENST00000528606,ENST00000528936,ENST00000529066,ENST00000529351,ENST00000531214,ENST00000531514,ENST00000531534,ENST00000532484,ENST00000533385,ENST00000625419,ENST00000625752,ENST00000627843,ENST00000628067,ENST00000629634
13	19	ENST00000334307,ENST00000347206,ENST00000446510,ENST00000527108,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000676979,ENST00000677116,ENST00000677156,ENST00000677406,ENST00000677623,ENST00000677808,ENST00000678060,ENST00000678480,ENST00000679072
8	19	ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000544377,ENST00000680134,ENST00000680297,ENST00000680610,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681107,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657
2	19	ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000538084,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680134,ENST00000680297,ENST00000680610,ENST00000680631,ENST00000680725,ENST00000681107,ENST00000681467,ENST00000681569,ENST00000681657
1	19	ENST00000338663,ENST00000377889,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000539507,ENST00000539891,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657
109	19	ENST00000340437,ENST00000394888,ENST00000413184,ENST00000413232,ENST00000439958,ENST00000448745,ENST00000449811,ENST00000450000,ENST00000477890,ENST00000535222,ENST00000536145,ENST00000536548,ENST00000537162,ENST00000539952,ENST00000541963,ENST00000543545,ENST00000544585,ENST00000544990,ENST00000626926
1	19	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638764,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961
53	19	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961
18	19	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638984,ENST00000639097,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961
10	19	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639097,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961
7	19	ENST00000351960,ENST00000358965,ENST00000366394,ENST00000368959,ENST00000393695,ENST00000535087,ENST00000535111,ENST00000535947,ENST00000537217,ENST00000537930,ENST00000541641,ENST00000541719,ENST00000542977,ENST00000543009,ENST00000543937,ENST00000544129,ENST00000544238,ENST00000613205,ENST00000620566
119	19	ENST00000352187,ENST00000395123,ENST00000395124,ENST00000524863,ENST00000525474,ENST00000526621,ENST00000528187,ENST00000529112,ENST00000529494,ENST00000529554,ENST00000529748,ENST00000529896,ENST00000530005,ENST00000530316,ENST00000532795,ENST00000533051,ENST00000533235,ENST00000533245,ENST00000533524
1	19	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000638850,ENST00000639704,ENST00000640102,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682
1	19	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000638850,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682
115	19	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000636404,ENST00000638850,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682
23	19	ENST00000358694,ENST00000361332,ENST00000361391,ENST00000361796,ENST00000399050,ENST00000428599,ENST00000524630,ENST00000526938,ENST00000529919,ENST00000531007,ENST00000531074,ENST00000673683,ENST00000673781,ENST00000673810,ENST00000673826,ENST00000674015,ENST00000674060,ENST00000674106,ENST00000674116
64	19	ENST00000392841,ENST00000442944,ENST00000535253,ENST00000535793,ENST00000536813,ENST00000537841,ENST00000542729,ENST00000542822,ENST00000543090,ENST00000544387,ENST00000545621,ENST00000640813,ENST00000648026,ENST00000648374,ENST00000648488,ENST00000649868,ENST00000650101,ENST00000652429,ENST00000686218
8	20	ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526311,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534452,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865
78	20	ENST00000278243,ENST00000300730,ENST00000396986,ENST00000396991,ENST00000396993,ENST00000459679,ENST00000463452,ENST00000464229,ENST00000464261,ENST00000464906,ENST00000465307,ENST00000469307,ENST00000479072,ENST00000489571,ENST00000490830,ENST00000493547,ENST00000496834,ENST00000528216,ENST00000532017,ENST00000532523
26	20	ENST00000278243,ENST00000300730,ENST00000396986,ENST00000396991,ENST00000396993,ENST00000463452,ENST00000464229,ENST00000464441,ENST00000464906,ENST00000465307,ENST00000469307,ENST00000475884,ENST00000477358,ENST00000479072,ENST00000490830,ENST00000493547,ENST00000496834,ENST00000528216,ENST00000532017,ENST00000532523
3	20	ENST00000278520,ENST00000530106,ENST00000643839,ENST00000644686,ENST00000645366,ENST00000645500,ENST00000646050,ENST00000646638,ENST00000646818,ENST00000647080,ENST00000679616,ENST00000679708,ENST00000679856,ENST00000680052,ENST00000680171,ENST00000680532,ENST00000680728,ENST00000680979,ENST00000681164,ENST00000681451
6	20	ENST00000278544,ENST00000525194,ENST00000525861,ENST00000526597,ENST00000530334,ENST00000531352,ENST00000531461,ENST00000532485,ENST00000533873,ENST00000534206,ENST00000679754,ENST00000680583,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681411,ENST00000681732,ENST00000681955
1	20	ENST00000278544,ENST00000525194,ENST00000525861,ENST00000526597,ENST00000531352,ENST00000531461,ENST00000532485,ENST00000533873,ENST00000534206,ENST00000679866,ENST00000679924,ENST00000680583,ENST00000680842,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681732,ENST00000681955
14	20	ENST00000278544,ENST00000525861,ENST00000526597,ENST00000531352,ENST00000531461,ENST00000532485,ENST00000533873,ENST00000679754,ENST00000679866,ENST00000679924,ENST00000680583,ENST00000680842,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681411,ENST00000681732,ENST00000681955
1	20	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
18	20	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
1	20	ENST00000289488,ENST00000307198,ENST00000324866,ENST00000423494,ENST00000427369,ENST00000439209,ENST00000535883,ENST00000536917,ENST00000538413,ENST00000538478,ENST00000539271,ENST00000541614,ENST00000544409,ENST00000642478,ENST00000642510,ENST00000642648,ENST00000643715,ENST00000645358,ENST00000646163,ENST00000647530
1	20	ENST00000310325,ENST00000524994,ENST00000525733,ENST00000526010,ENST00000676924,ENST00000677005,ENST00000677526,ENST00000677587,ENST00000677896,ENST00000677920,ENST00000678154,ENST00000678413,ENST00000678471,ENST00000678710,ENST00000678872,ENST00000678953,ENST00000679011,ENST00000679024,ENST00000679314,ENST00000679347
1	20	ENST00000310325,ENST00000524994,ENST00000525733,ENST00000526010,ENST00000676924,ENST00000677005,ENST00000677587,ENST00000677896,ENST00000677920,ENST00000678154,ENST00000678305,ENST00000678413,ENST00000678471,ENST00000678710,ENST00000678872,ENST00000678953,ENST00000679024,ENST00000679160,ENST00000679314,ENST00000679347
1	20	ENST00000313726,ENST00000524757,ENST00000525169,ENST00000526155,ENST00000526241,ENST00000526828,ENST00000527347,ENST00000527392,ENST00000527473,ENST00000527516,ENST00000527930,ENST00000528523,ENST00000530938,ENST00000530959,ENST00000533016,ENST00000533471,ENST00000533580,ENST00000533681,ENST00000534127,ENST00000534248
58	20	ENST00000328221,ENST00000399808,ENST00000399815,ENST00000408968,ENST00000526811,ENST00000528780,ENST00000531688,ENST00000602735,ENST00000679382,ENST00000679765,ENST00000680209,ENST00000680588,ENST00000680696,ENST00000680938,ENST00000681180,ENST00000681198,ENST00000681304,ENST00000681577,ENST00000681840,ENST00000681938
2	20	ENST00000334307,ENST00000347206,ENST00000446510,ENST00000527108,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000676885,ENST00000676921,ENST00000676979,ENST00000677116,ENST00000677623,ENST00000678060,ENST00000678480,ENST00000678950,ENST00000679022,ENST00000679072
1	20	ENST00000334307,ENST00000347206,ENST00000446510,ENST00000527108,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000676885,ENST00000676979,ENST00000677116,ENST00000677156,ENST00000677623,ENST00000677673,ENST00000677808,ENST00000678060,ENST00000678480,ENST00000679072
7	20	ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000539891,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680134,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657
106	20	ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000539891,ENST00000544377,ENST00000680134,ENST00000680297,ENST00000680610,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681107,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657
58	20	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639097,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961
3	20	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639097,ENST00000639182,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961
4	20	ENST00000351960,ENST00000358965,ENST00000366394,ENST00000368959,ENST00000393695,ENST00000535087,ENST00000535111,ENST00000535838,ENST00000535947,ENST00000537217,ENST00000537930,ENST00000541641,ENST00000541719,ENST00000542977,ENST00000543009,ENST00000543937,ENST00000544129,ENST00000544238,ENST00000613205,ENST00000620566
114	20	ENST00000352187,ENST00000395123,ENST00000395124,ENST00000524863,ENST00000525474,ENST00000526621,ENST00000528187,ENST00000529112,ENST00000529494,ENST00000529554,ENST00000529748,ENST00000529896,ENST00000530005,ENST00000530316,ENST00000532278,ENST00000532795,ENST00000533051,ENST00000533235,ENST00000533245,ENST00000533524
6	20	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000636404,ENST00000638850,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682
20	20	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000638850,ENST00000639704,ENST00000640102,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682
20	20	ENST00000392841,ENST00000442944,ENST00000535253,ENST00000535793,ENST00000536813,ENST00000537841,ENST00000542729,ENST00000542822,ENST00000543090,ENST00000544387,ENST00000545621,ENST00000546302,ENST00000640813,ENST00000648026,ENST00000648374,ENST00000648488,ENST00000649868,ENST00000650101,ENST00000652429,ENST00000686218
